PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32159519,Efficacy of a Web App for Cognitive Training (MeMo) Regarding Cognitive and Behavioral Performance in People With Neurocognitive Disorders: Randomized Controlled Trial,"Robert P, Manera V, Derreumaux A, Ferrandez Y Montesino M, Leone E, Fabre R, Bourgeois J.",J Med Internet Res. 2020 Mar 11;22(3):e17167. doi: 10.2196/17167.,Robert P,J Med Internet Res,2020,12-03-2020,PMC7097721,,10.2196/17167
32155996,"Acetylcholinesterase: The ""Hub"" for Neurodegenerative Diseases and Chemical Weapons Convention","Cavalcante SFA, Simas ABC, Barcellos MC, de Oliveira VGM, Sousa RB, Cabral PAM, Kuča K, França TCC.",Biomolecules. 2020 Mar 7;10(3):414. doi: 10.3390/biom10030414.,Cavalcante SFA,Biomolecules,2020,12-03-2020,PMC7175162,,10.3390/biom10030414
32153388,An Updated Review of Randomized Clinical Trials Testing the Improvement of Cognitive Function of Ginkgo biloba Extract in Healthy People and Alzheimer's Patients,"Liu H, Ye M, Guo H.",Front Pharmacol. 2020 Feb 21;10:1688. doi: 10.3389/fphar.2019.01688. eCollection 2019.,Liu H,Front Pharmacol,2020,11-03-2020,PMC7047126,,10.3389/fphar.2019.01688
32139896,"Psychosis in Parkinson's disease and parkinsonism in antipsychotic-naive schizophrenia spectrum psychosis: clinical, nosological and pathobiological challenges",Waddington JL.,Acta Pharmacol Sin. 2020 Apr;41(4):464-470. doi: 10.1038/s41401-020-0373-y. Epub 2020 Mar 5.,Waddington JL,Acta Pharmacol Sin,2020,07-03-2020,PMC7470778,,10.1038/s41401-020-0373-y
32131911,Managing depressive symptoms in people with mild cognitive impairment and mild dementia with a multicomponent psychotherapy intervention: a randomized controlled trial,"Tonga JB, Šaltytė Benth J, Arnevik EA, Werheid K, Korsnes MS, Ulstein ID.",Int Psychogeriatr. 2021 Mar;33(3):217-231. doi: 10.1017/S1041610220000216. Epub 2020 Mar 5.,Tonga JB,Int Psychogeriatr,2021,06-03-2020,,,10.1017/S1041610220000216
32126838,Postmortem Analysis in a Clinical Trial of AAV2-NGF Gene Therapy for Alzheimer's Disease Identifies a Need for Improved Vector Delivery,"Castle MJ, Baltanás FC, Kovacs I, Nagahara AH, Barba D, Tuszynski MH.",Hum Gene Ther. 2020 Apr;31(7-8):415-422. doi: 10.1089/hum.2019.367. Epub 2020 Mar 30.,Castle MJ,Hum Gene Ther,2020,05-03-2020,PMC7194314,,10.1089/hum.2019.367
32122378,Costs and economic evaluations of Quality Improvement Collaboratives in healthcare: a systematic review,"de la Perrelle L, Radisic G, Cations M, Kaambwa B, Barbery G, Laver K.",BMC Health Serv Res. 2020 Mar 2;20(1):155. doi: 10.1186/s12913-020-4981-5.,de la Perrelle L,BMC Health Serv Res,2020,04-03-2020,PMC7053095,,10.1186/s12913-020-4981-5
32122325,Effects of simultaneous cognitive and aerobic exercise training on dual-task walking performance in healthy older adults: results from a pilot randomized controlled trial,"Raichlen DA, Bharadwaj PK, Nguyen LA, Franchetti MK, Zigman EK, Solorio AR, Alexander GE.",BMC Geriatr. 2020 Mar 2;20(1):83. doi: 10.1186/s12877-020-1484-5.,Raichlen DA,BMC Geriatr,2020,04-03-2020,PMC7052975,,10.1186/s12877-020-1484-5
32121302,An Overview of Crucial Dietary Substances and Their Modes of Action for Prevention of Neurodegenerative Diseases,"Pogačnik L, Ota A, Ulrih NP.",Cells. 2020 Feb 28;9(3):576. doi: 10.3390/cells9030576.,Pogačnik L,Cells,2020,04-03-2020,PMC7140513,,10.3390/cells9030576
32120979,Is There a Future for PPARs in the Treatment of Neuropsychiatric Disorders?,"Tufano M, Pinna G.",Molecules. 2020 Feb 27;25(5):1062. doi: 10.3390/molecules25051062.,Tufano M,Molecules,2020,04-03-2020,PMC7179196,,10.3390/molecules25051062
32119976,"Characterization and preclinical evaluation of the cGMP grade DNA based vaccine, AV-1959D to enter the first-in-human clinical trials","Petrushina I, Hovakimyan A, Harahap-Carrillo IS, Davtyan H, Antonyan T, Chailyan G, Kazarian K, Antonenko M, Jullienne A, Hamer MM, Obenaus A, King O, Zagorski K, Blurton-Jones M, Cribbs DH, Lander H, Ghochikyan A, Agadjanyan MG.",Neurobiol Dis. 2020 Jun;139:104823. doi: 10.1016/j.nbd.2020.104823. Epub 2020 Feb 28.,Petrushina I,Neurobiol Dis,2020,03-03-2020,PMC8772258,NIHMS1765827,10.1016/j.nbd.2020.104823
32116250,"Effect of APOE Genotype on Plasma Docosahexaenoic Acid (DHA), Eicosapentaenoic Acid, Arachidonic Acid, and Hippocampal Volume in the Alzheimer's Disease Cooperative Study-Sponsored DHA Clinical Trial","Tomaszewski N, He X, Solomon V, Lee M, Mack WJ, Quinn JF, Braskie MN, Yassine HN.",J Alzheimers Dis. 2020;74(3):975-990. doi: 10.3233/JAD-191017.,Tomaszewski N,J Alzheimers Dis,2020,03-03-2020,PMC7156328,NIHMS1572433,10.3233/JAD-191017
32113032,Advances in the In vitro and In vivo pharmacology of Alpha4beta2 nicotinic receptor positive allosteric modulators,"Wilkerson JL, Deba F, Crowley ML, Hamouda AK, McMahon LR.",Neuropharmacology. 2020 May 15;168:108008. doi: 10.1016/j.neuropharm.2020.108008. Epub 2020 Feb 12.,Wilkerson JL,Neuropharmacology,2020,01-03-2020,PMC7113117,NIHMS1570844,10.1016/j.neuropharm.2020.108008
32108738,One Year of Continuous Positive Airway Pressure Adherence Improves Cognition in Older Adults With Mild Apnea and Mild Cognitive Impairment,"Wang Y, Cheng C, Moelter S, Fuentecilla JL, Kincheloe K, Lozano AJ, Carter P, Gooneratne N, Richards KC.",Nurs Res. 2020 Mar/Apr;69(2):157-164. doi: 10.1097/NNR.0000000000000420.,Wang Y,Nurs Res,2020,29-02-2020,PMC7212768,NIHMS1549587,10.1097/NNR.0000000000000420
32107741,Psychotropic Drug-Associated Pneumonia in Older Adults,"Rajamaki B, Hartikainen S, Tolppanen AM.",Drugs Aging. 2020 Apr;37(4):241-261. doi: 10.1007/s40266-020-00754-1.,Rajamaki B,Drugs Aging,2020,29-02-2020,PMC7096389,,10.1007/s40266-020-00754-1
32098280,"PET Radiopharmaceuticals for Alzheimer's Disease and Parkinson's Disease Diagnosis, the Current and Future Landscape","Uzuegbunam BC, Librizzi D, Hooshyar Yousefi B.",Molecules. 2020 Feb 21;25(4):977. doi: 10.3390/molecules25040977.,Uzuegbunam BC,Molecules,2020,27-02-2020,PMC7070523,,10.3390/molecules25040977
32098256,CLIC1 Protein Accumulates in Circulating Monocyte Membrane during Neurodegeneration,"Carlini V, Verduci I, Cianci F, Cannavale G, Fenoglio C, Galimberti D, Mazzanti M.",Int J Mol Sci. 2020 Feb 21;21(4):1484. doi: 10.3390/ijms21041484.,Carlini V,Int J Mol Sci,2020,27-02-2020,PMC7073046,,10.3390/ijms21041484
32096539,Why a d-β-hydroxybutyrate monoester?,"Soto-Mota A, Norwitz NG, Clarke K.",Biochem Soc Trans. 2020 Feb 28;48(1):51-59. doi: 10.1042/BST20190240.,Soto-Mota A,Biochem Soc Trans,2020,26-02-2020,PMC7065286,,10.1042/BST20190240
32094485,MAGNIMS consensus recommendations on the use of brain and spinal cord atrophy measures in clinical practice,"Sastre-Garriga J, Pareto D, Battaglini M, Rocca MA, Ciccarelli O, Enzinger C, Wuerfel J, Sormani MP, Barkhof F, Yousry TA, De Stefano N, Tintoré M, Filippi M, Gasperini C, Kappos L, Río J, Frederiksen J, Palace J, Vrenken H, Montalban X, Rovira À; MAGNIMS study group.",Nat Rev Neurol. 2020 Mar;16(3):171-182. doi: 10.1038/s41582-020-0314-x. Epub 2020 Feb 24.,Sastre-Garriga J,Nat Rev Neurol,2020,26-02-2020,PMC7054210,,10.1038/s41582-020-0314-x
32085610,Safety and Neuroprotective Efficacy of Palm Oil and Tocotrienol-Rich Fraction from Palm Oil: A Systematic Review,"Ismail M, Alsalahi A, Imam MU, Ooi J, Khaza'ai H, Aljaberi MA, Shamsudin MN, Idrus Z.",Nutrients. 2020 Feb 18;12(2):521. doi: 10.3390/nu12020521.,Ismail M,Nutrients,2020,23-02-2020,PMC7071496,,10.3390/nu12020521
32083095,Hypertension and the Risk of Dementia,Sierra C.,Front Cardiovasc Med. 2020 Jan 31;7:5. doi: 10.3389/fcvm.2020.00005. eCollection 2020.,Sierra C,Front Cardiovasc Med,2020,22-02-2020,PMC7005583,,10.3389/fcvm.2020.00005
32082137,Low-Density Lipoprotein Cholesterol and Alzheimer's Disease: A Systematic Review and Meta-Analysis,"Zhou Z, Liang Y, Zhang X, Xu J, Lin J, Zhang R, Kang K, Liu C, Zhao C, Zhao M.",Front Aging Neurosci. 2020 Jan 30;12:5. doi: 10.3389/fnagi.2020.00005. eCollection 2020.,Zhou Z,Front Aging Neurosci,2020,22-02-2020,PMC7002548,,10.3389/fnagi.2020.00005
32077057,Double-Blind Placebo-Controlled Pilot Investigation of the Safety of a Single Dose of Rapid-Acting Intranasal Insulin in Down Syndrome,"Rosenbloom M, Barclay T, Johnsen J, Erickson L, Svitak A, Pyle M, Frey W, Hanson LR.",Drugs R D. 2020 Mar;20(1):11-15. doi: 10.1007/s40268-020-00296-2.,Rosenbloom M,Drugs R D,2020,21-02-2020,PMC7067723,,10.1007/s40268-020-00296-2
32074412,Early Improvements of Individual Symptoms With Antipsychotics Predict Subsequent Treatment Response of Neuropsychiatric Symptoms in Alzheimer's Disease: A Re-Analysis of the CATIE-AD Study,"Nagata T, Shinagawa S, Yoshida K, Noda Y, Shigeta M, Mimura M, Nakajima S.",J Clin Psychiatry. 2020 Feb 11;81(2):19m12961. doi: 10.4088/JCP.19m12961.,Nagata T,J Clin Psychiatry,2020,20-02-2020,,,10.4088/JCP.19m12961
32072866,Effects of a Video-based Intervention on Caregiver Confidence for Managing Dementia Care Challenges: Findings from the FamTechCare Clinical Trial,"Shaw CA, Williams KN, Perkhounkova Y, Hein M, Coleman CK.",Clin Gerontol. 2020 Oct-Dec;43(5):508-517. doi: 10.1080/07317115.2020.1729917. Epub 2020 Feb 19.,Shaw CA,Clin Gerontol,2020,20-02-2020,PMC7434650,NIHMS1563810,10.1080/07317115.2020.1729917
32070025,Healthy Effects of Plant Polyphenols: Molecular Mechanisms,"Leri M, Scuto M, Ontario ML, Calabrese V, Calabrese EJ, Bucciantini M, Stefani M.",Int J Mol Sci. 2020 Feb 13;21(4):1250. doi: 10.3390/ijms21041250.,Leri M,Int J Mol Sci,2020,20-02-2020,PMC7072974,,10.3390/ijms21041250
32066716,Do nonpharmacological interventions prevent cognitive decline? a systematic review and meta-analysis,"Yao S, Liu Y, Zheng X, Zhang Y, Cui S, Tang C, Lu L, Xu N.",Transl Psychiatry. 2020 Jan 21;10(1):19. doi: 10.1038/s41398-020-0690-4.,Yao S,Transl Psychiatry,2020,19-02-2020,PMC7026127,,10.1038/s41398-020-0690-4
32063919,Heterogeneous Multi-Layered Network Model for Omics Data Integration and Analysis,"Lee B, Zhang S, Poleksic A, Xie L.",Front Genet. 2020 Jan 28;10:1381. doi: 10.3389/fgene.2019.01381. eCollection 2019.,Lee B,Front Genet,2020,18-02-2020,PMC6997577,,10.3389/fgene.2019.01381
32062613,"Efficacy of probiotics on cognition, and biomarkers of inflammation and oxidative stress in adults with Alzheimer's disease or mild cognitive impairment - a meta-analysis of randomized controlled trials","Den H, Dong X, Chen M, Zou Z.",Aging (Albany NY). 2020 Feb 15;12(4):4010-4039. doi: 10.18632/aging.102810. Epub 2020 Feb 15.,Den H,Aging (Albany NY),2020,17-02-2020,PMC7066922,,10.18632/aging.102810
32057125,Sleep Deprivation Affects Tau Phosphorylation in Human Cerebrospinal Fluid,"Barthélemy NR, Liu H, Lu W, Kotzbauer PT, Bateman RJ, Lucey BP.",Ann Neurol. 2020 May;87(5):700-709. doi: 10.1002/ana.25702. Epub 2020 Feb 27.,Barthélemy NR,Ann Neurol,2020,15-02-2020,PMC7289061,NIHMS1566002,10.1002/ana.25702
32054965,Rejuvenating the blood and bone marrow to slow aging-associated cognitive decline and Alzheimer's disease,"Kang S, Moser VA, Svendsen CN, Goodridge HS.",Commun Biol. 2020 Feb 13;3(1):69. doi: 10.1038/s42003-020-0797-4.,Kang S,Commun Biol,2020,15-02-2020,PMC7018752,,10.1038/s42003-020-0797-4
32054507,Tianzhi granule improves cognition and BPSD of vascular dementia: a randomized controlled trial,"Shi J, Wei M, Ni J, Sun F, Sun L, Wang J, Yu T, Wang K, Lv P, Wang Y, Zhang Y, Gao X, Gao X, Luo B, Mao S, Zhang B, Ren X, Yu F, Hu W, Yin P, Wu N, Liu X, Bi Q, Wang Y, Tian J; CHASE Study Group.",J Transl Med. 2020 Feb 13;18(1):76. doi: 10.1186/s12967-020-02232-z.,Shi J,J Transl Med,2020,15-02-2020,PMC7017567,,10.1186/s12967-020-02232-z
32043310,"US, EU, and Japanese Regulatory Guidelines for Development of Drugs for Treatment of Alzheimer's Disease: Implications for Global Drug Development","Morant AV, Vestergaard HT, Lassen AB, Navikas V.",Clin Transl Sci. 2020 Jul;13(4):652-664. doi: 10.1111/cts.12755. Epub 2020 Mar 3.,Morant AV,Clin Transl Sci,2020,12-02-2020,PMC7359941,,10.1111/cts.12755
32041110,Current Biomedical Use of Copper Chelation Therapy,"Baldari S, Di Rocco G, Toietta G.",Int J Mol Sci. 2020 Feb 6;21(3):1069. doi: 10.3390/ijms21031069.,Baldari S,Int J Mol Sci,2020,12-02-2020,PMC7037088,,10.3390/ijms21031069
32040141,Comparison of Integrated Outpatient Palliative Care With Standard Care in Patients With Parkinson Disease and Related Disorders: A Randomized Clinical Trial,"Kluger BM, Miyasaki J, Katz M, Galifianakis N, Hall K, Pantilat S, Khan R, Friedman C, Cernik W, Goto Y, Long J, Fairclough D, Sillau S, Kutner JS.",JAMA Neurol. 2020 May 1;77(5):551-560. doi: 10.1001/jamaneurol.2019.4992.,Kluger BM,JAMA Neurol,2020,11-02-2020,PMC7042842,,10.1001/jamaneurol.2019.4992
32039840,Individual Differences in the Effects of Physical Activity on Cognitive Function in People with Mild to Moderate Dementia,"Uijen IL, Aaronson JA, Karssemeijer EGA, Olde Rikkert MGM, Kessels RPC.",J Alzheimers Dis. 2020;74(2):435-439. doi: 10.3233/JAD-190606.,Uijen IL,J Alzheimers Dis,2020,11-02-2020,PMC7175929,,10.3233/JAD-190606
32037737,Examination of the influence of cedar fragrance on cognitive function and behavioral and psychological symptoms of dementia in Alzheimer type dementia,"Takahashi Y, Shindo S, Kanbayashi T, Takeshima M, Imanishi A, Mishima K.",Neuropsychopharmacol Rep. 2020 Mar;40(1):10-15. doi: 10.1002/npr2.12096. Epub 2020 Feb 9.,Takahashi Y,Neuropsychopharmacol Rep,2020,11-02-2020,PMC7292212,,10.1002/npr2.12096
32032732,Influence of Western diet and APOE genotype on Alzheimer's disease risk,Sullivan PM.,Neurobiol Dis. 2020 May;138:104790. doi: 10.1016/j.nbd.2020.104790. Epub 2020 Feb 4.,Sullivan PM,Neurobiol Dis,2020,08-02-2020,,,10.1016/j.nbd.2020.104790
32020875,Therapeutic use of cannabis and cannabinoids: an evidence mapping and appraisal of systematic reviews,"Montero-Oleas N, Arevalo-Rodriguez I, Nuñez-González S, Viteri-García A, Simancas-Racines D.",BMC Complement Med Ther. 2020 Jan 15;20(1):12. doi: 10.1186/s12906-019-2803-2.,Montero-Oleas N,BMC Complement Med Ther,2020,06-02-2020,PMC7076827,,10.1186/s12906-019-2803-2
32006534,Glycogen synthase kinase-3 signaling in Alzheimer's disease,"Lauretti E, Dincer O, Praticò D.",Biochim Biophys Acta Mol Cell Res. 2020 May;1867(5):118664. doi: 10.1016/j.bbamcr.2020.118664. Epub 2020 Jan 30.,Lauretti E,Biochim Biophys Acta Mol Cell Res,2020,02-02-2020,PMC7047718,NIHMS1556839,10.1016/j.bbamcr.2020.118664
32129963,Screening for Cognitive Impairment in Older Adults: An Evidence Update for the U.S. Preventive Services Task Force,"Patnode CD, Perdue LA, Rossom RC, Rushkin MC, Redmond N, Thomas RG, Lin JS.",Rockville (MD): Agency for Healthcare Research and Quality (US); 2020 Feb. Report No.: 19-05257-EF-1.,Patnode CD,Screening for Cognitive Impairment in Older Adults: An Evidence Update for the U.S. Preventive Services Task Force,2020,01-02-2020,,,
31981470,"""Amyloid-beta accumulation cycle"" as a prevention and/or therapy target for Alzheimer's disease","Rao CV, Asch AS, Carr DJJ, Yamada HY.",Aging Cell. 2020 Mar;19(3):e13109. doi: 10.1111/acel.13109. Epub 2020 Jan 25.,Rao CV,Aging Cell,2020,26-01-2020,PMC7059149,,10.1111/acel.13109
31979283,"Combined Treatment with Two Water Extracts of Eleutherococcus senticosus Leaf and Rhizome of Drynaria fortunei Enhances Cognitive Function: A Placebo-Controlled, Randomized, Double-Blind Study in Healthy Adults","Tohda C, Matsui M, Inada Y, Yang X, Kuboyama T, Kimbara Y, Watari H.",Nutrients. 2020 Jan 23;12(2):303. doi: 10.3390/nu12020303.,Tohda C,Nutrients,2020,26-01-2020,PMC7070741,,10.3390/nu12020303
31978826,Hippocampal plasticity underpins long-term cognitive gains from resistance exercise in MCI,"Broadhouse KM, Singh MF, Suo C, Gates N, Wen W, Brodaty H, Jain N, Wilson GC, Meiklejohn J, Singh N, Baune BT, Baker M, Foroughi N, Wang Y, Kochan N, Ashton K, Brown M, Li Z, Mavros Y, Sachdev PS, Valenzuela MJ.",Neuroimage Clin. 2020;25:102182. doi: 10.1016/j.nicl.2020.102182. Epub 2020 Jan 14.,Broadhouse KM,Neuroimage Clin,2020,25-01-2020,PMC6974789,,10.1016/j.nicl.2020.102182
31978378,Development of novel phosphodiesterase 5 inhibitors for the therapy of Alzheimer's disease,"Zuccarello E, Acquarone E, Calcagno E, Argyrousi EK, Deng SX, Landry DW, Arancio O, Fiorito J.",Biochem Pharmacol. 2020 Jun;176:113818. doi: 10.1016/j.bcp.2020.113818. Epub 2020 Jan 21.,Zuccarello E,Biochem Pharmacol,2020,25-01-2020,PMC7263960,NIHMS1558543,10.1016/j.bcp.2020.113818
31977846,Danggui-Shaoyao-San for dementia: A PRISMA-compliant systematic review and meta-analysis,"Kim Y, Cho SH.",Medicine (Baltimore). 2020 Jan;99(4):e18507. doi: 10.1097/MD.0000000000018507.,Kim Y,Medicine (Baltimore),2020,25-01-2020,PMC7004764,,10.1097/MD.0000000000018507
31976839,The Critical Period for Neuroprotection by Estrogen Replacement Therapy and the Potential Underlying Mechanisms,"Guo H, Liu M, Zhang L, Wang L, Hou W, Ma Y, Ma Y.",Curr Neuropharmacol. 2020;18(6):485-500. doi: 10.2174/1570159X18666200123165652.,Guo H,Curr Neuropharmacol,2020,25-01-2020,PMC7457406,,10.2174/1570159X18666200123165652
31969201,[(18)F]FDDNP PET binding predicts change in executive function in a pilot clinical trial of geriatric depression,"Krause-Sorio B, Siddarth P, Laird KT, Ercoli L, Narr K, Barrio JR, Small G, Lavretsky H.",Int Psychogeriatr. 2021 Feb;33(2):149-156. doi: 10.1017/S1041610219002047. Epub 2020 Jan 23.,Krause-Sorio B,Int Psychogeriatr,2021,24-01-2020,PMC7375908,NIHMS1545934,10.1017/S1041610219002047
31969177,Pharmacokinetics and pharmacodynamic effect of crenezumab on plasma and cerebrospinal fluid beta-amyloid in patients with mild-to-moderate Alzheimer's disease,"Yoshida K, Moein A, Bittner T, Ostrowitzki S, Lin H, Honigberg L, Jin JY, Quartino A.",Alzheimers Res Ther. 2020 Jan 22;12(1):16. doi: 10.1186/s13195-020-0580-2.,Yoshida K,Alzheimers Res Ther,2020,24-01-2020,PMC6977279,,10.1186/s13195-020-0580-2
31964153,NRF2 as a Therapeutic Target in Neurodegenerative Diseases,"Brandes MS, Gray NE.",ASN Neuro. 2020 Jan-Dec;12:1759091419899782. doi: 10.1177/1759091419899782.,Brandes MS,ASN Neuro,2020,23-01-2020,PMC6977098,,10.1177/1759091419899782
31962288,Approaches to develop therapeutics to treat frontotemporal dementia,"Elia LP, Reisine T, Alijagic A, Finkbeiner S.",Neuropharmacology. 2020 Apr;166:107948. doi: 10.1016/j.neuropharm.2020.107948. Epub 2020 Jan 8.,Elia LP,Neuropharmacology,2020,22-01-2020,PMC8101984,NIHMS1550408,10.1016/j.neuropharm.2020.107948
31961762,Elevated cerebrospinal fluid sodium in hypertensive human subjects with a family history of Alzheimer's disease,"Souza LAC, Trebak F, Kumar V, Satou R, Kehoe PG, Yang W, Wharton W, Feng Earley Y.",Physiol Genomics. 2020 Mar 1;52(3):133-142. doi: 10.1152/physiolgenomics.00093.2019. Epub 2020 Jan 21.,Souza LAC,Physiol Genomics,2020,22-01-2020,PMC7099411,,10.1152/physiolgenomics.00093.2019
31959733,An Altered Relationship between Soluble TREM2 and Inflammatory Markers in Young Adults with Down Syndrome: A Preliminary Report,"Weber GE, Koenig KA, Khrestian M, Shao Y, Tuason ED, Gramm M, Lal D, Leverenz JB, Bekris LM.",J Immunol. 2020 Mar 1;204(5):1111-1118. doi: 10.4049/jimmunol.1901166. Epub 2020 Jan 20.,Weber GE,J Immunol,2020,22-01-2020,PMC7033027,NIHMS1547076,10.4049/jimmunol.1901166
31952362,miRNAs as Influencers of Cell-Cell Communication in Tumor Microenvironment,"Conti I, Varano G, Simioni C, Laface I, Milani D, Rimondi E, Neri LM.",Cells. 2020 Jan 15;9(1):220. doi: 10.3390/cells9010220.,Conti I,Cells,2020,19-01-2020,PMC7016744,,10.3390/cells9010220
31949087,Risk of hemorrhagic and ischemic stroke in patients with Alzheimer disease: A synthesis of the literature,"Waziry R, Chibnik LB, Bos D, Ikram MK, Hofman A.",Neurology. 2020 Feb 11;94(6):265-272. doi: 10.1212/WNL.0000000000008924. Epub 2020 Jan 16.,Waziry R,Neurology,2020,18-01-2020,PMC7136067,,10.1212/WNL.0000000000008924
31944580,Polysomnographic assessment of suvorexant in patients with probable Alzheimer's disease dementia and insomnia: a randomized trial,"Herring WJ, Ceesay P, Snyder E, Bliwise D, Budd K, Hutzelmann J, Stevens J, Lines C, Michelson D.",Alzheimers Dement. 2020 Mar;16(3):541-551. doi: 10.1002/alz.12035. Epub 2020 Jan 15.,Herring WJ,Alzheimers Dement,2020,17-01-2020,PMC7984350,,10.1002/alz.12035
31942969,Falls Risk in Relation to Activity Exposure in High-Risk Older Adults,"Del Din S, Galna B, Lord S, Nieuwboer A, Bekkers EMJ, Pelosin E, Avanzino L, Bloem BR, Olde Rikkert MGM, Nieuwhof F, Cereatti A, Della Croce U, Mirelman A, Hausdorff JM, Rochester L.",J Gerontol A Biol Sci Med Sci. 2020 May 22;75(6):1198-1205. doi: 10.1093/gerona/glaa007.,Del Din S,J Gerontol A Biol Sci Med Sci,2020,17-01-2020,PMC7243591,,10.1093/gerona/glaa007
31941000,Quercetin in Animal Models of Alzheimer's Disease: A Systematic Review of Preclinical Studies,"Zhang XW, Chen JY, Ouyang D, Lu JH.",Int J Mol Sci. 2020 Jan 13;21(2):493. doi: 10.3390/ijms21020493.,Zhang XW,Int J Mol Sci,2020,17-01-2020,PMC7014205,,10.3390/ijms21020493
31936521,Continuous Positive Airway Pressure Treatment in Patients with Alzheimer's Disease: A Systematic Review,"Perez-Cabezas V, Ruiz-Molinero C, Jimenez-Rejano JJ, Gonzalez-Medina G, Galan-Mercant A, Martin-Valero R.",J Clin Med. 2020 Jan 9;9(1):181. doi: 10.3390/jcm9010181.,Perez-Cabezas V,J Clin Med,2020,16-01-2020,PMC7019587,,10.3390/jcm9010181
31936134,Sterculic Acid: The Mechanisms of Action beyond Stearoyl-CoA Desaturase Inhibition and Therapeutic Opportunities in Human Diseases,"Peláez R, Pariente A, Pérez-Sala Á, Larráyoz IM.",Cells. 2020 Jan 7;9(1):140. doi: 10.3390/cells9010140.,Peláez R,Cells,2020,16-01-2020,PMC7016617,,10.3390/cells9010140
31930364,Safety and Efficacy of RimabotulinumtoxinB for Treatment of Sialorrhea in Adults: A Randomized Clinical Trial,"Isaacson SH, Ondo W, Jackson CE, Trosch RM, Molho E, Pagan F, Lew M, Dashtipour K, Clinch T, Espay AJ; MYSTICOL Study Group.",JAMA Neurol. 2020 Apr 1;77(4):461-469. doi: 10.1001/jamaneurol.2019.4565.,Isaacson SH,JAMA Neurol,2020,14-01-2020,PMC6990829,,10.1001/jamaneurol.2019.4565
31916847,Effect of Self-Efficacy on Quality of Life in People With Mild Cognitive Impairment and Mild Dementia: The Mediating Roles of Depression and Anxiety,"Tonga JB, Eilertsen DE, Solem IKL, Arnevik EA, Korsnes MS, Ulstein ID.",Am J Alzheimers Dis Other Demen. 2020 Jan-Dec;35:1533317519885264. doi: 10.1177/1533317519885264.,Tonga JB,Am J Alzheimers Dis Other Demen,2020,10-01-2020,PMC10623983,,10.1177/1533317519885264
31915189,Effects of acute sleep loss on diurnal plasma dynamics of CNS health biomarkers in young men,"Benedict C, Blennow K, Zetterberg H, Cedernaes J.",Neurology. 2020 Mar 17;94(11):e1181-e1189. doi: 10.1212/WNL.0000000000008866. Epub 2020 Jan 8.,Benedict C,Neurology,2020,10-01-2020,PMC7220231,,10.1212/WNL.0000000000008866
31912279,Conservative iron chelation for neurodegenerative diseases such as Parkinson's disease and amyotrophic lateral sclerosis,"Devos D, Cabantchik ZI, Moreau C, Danel V, Mahoney-Sanchez L, Bouchaoui H, Gouel F, Rolland AS, Duce JA, Devedjian JC; FAIRPARK-II and FAIRALS-II studygroups.",J Neural Transm (Vienna). 2020 Feb;127(2):189-203. doi: 10.1007/s00702-019-02138-1. Epub 2020 Jan 7.,Devos D,J Neural Transm (Vienna),2020,09-01-2020,,,10.1007/s00702-019-02138-1
31912155,Effect of a 2-year diet intervention with walnuts on cognitive decline. The Walnuts And Healthy Aging (WAHA) study: a randomized controlled trial,"Sala-Vila A, Valls-Pedret C, Rajaram S, Coll-Padrós N, Cofán M, Serra-Mir M, Pérez-Heras AM, Roth I, Freitas-Simoes TM, Doménech M, Calvo C, López-Illamola A, Bitok E, Buxton NK, Huey L, Arechiga A, Oda K, Lee GJ, Corella D, Vaqué-Alcázar L, Sala-Llonch R, Bartrés-Faz D, Sabaté J, Ros E.",Am J Clin Nutr. 2020 Mar 1;111(3):590-600. doi: 10.1093/ajcn/nqz328.,Sala-Vila A,Am J Clin Nutr,2020,09-01-2020,,,10.1093/ajcn/nqz328
31907026,"Safety, tolerability, and pharmacokinetics of repeated oral doses of 2-hydroxybenzylamine acetate in healthy volunteers: a double-blind, randomized, placebo-controlled clinical trial","Pitchford LM, Driver PM, Fuller JC Jr, Akers WS, Abumrad NN, Amarnath V, Milne GL, Chen SC, Ye F, Roberts LJ 2nd, Shoemaker MB, Oates JA, Rathmacher JA, Boutaud O.",BMC Pharmacol Toxicol. 2020 Jan 6;21(1):3. doi: 10.1186/s40360-020-0382-y.,Pitchford LM,BMC Pharmacol Toxicol,2020,08-01-2020,PMC6945443,,10.1186/s40360-020-0382-y
31906949,Clinical trials of new drugs for Alzheimer disease,"Huang LK, Chao SP, Hu CJ.",J Biomed Sci. 2020 Jan 6;27(1):18. doi: 10.1186/s12929-019-0609-7.,Huang LK,J Biomed Sci,2020,08-01-2020,PMC6943903,,10.1186/s12929-019-0609-7
31892526,High density lipoprotein and its apolipoprotein-defined subspecies and risk of dementia,"Koch M, DeKosky ST, Goodman M, Sun J, Furtado JD, Fitzpatrick AL, Mackey RH, Cai T, Lopez OL, Kuller LH, Mukamal KJ, Jensen MK.",J Lipid Res. 2020 Mar;61(3):445-454. doi: 10.1194/jlr.P119000473. Epub 2019 Dec 31.,Koch M,J Lipid Res,2020,02-01-2020,PMC7053836,,10.1194/jlr.P119000473
